"Country Name","Country Code","Year","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Commercial service exports (current US$)","average_value_Commercial service imports (current US$)","average_value_Computer, communications and other services (% of commercial service exports)","average_value_Computer, communications and other services (% of commercial service imports)","average_value_Export unit value index (2000 = 100)","average_value_Export value index (2000 = 100)","average_value_Export volume index (2000 = 100)","average_value_Food exports (% of merchandise exports)","average_value_Fuel exports (% of merchandise exports)","average_value_High-technology exports (% of manufactured exports)","average_value_High-technology exports (current US$)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_Import value index (2000 = 100)","average_value_Insurance and financial services (% of commercial service exports)","average_value_Insurance and financial services (% of commercial service imports)","average_value_Manufactures exports (% of merchandise exports)","average_value_Manufactures imports (% of merchandise imports)","average_value_Merchandise exports (current US$)","average_value_Merchandise exports by the reporting economy (current US$)","average_value_Merchandise exports by the reporting economy, residual (% of total merchandise exports)","average_value_Merchandise exports to economies in the Arab World (% of total merchandise exports)","average_value_Merchandise exports to high-income economies (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","average_value_Merchandise imports (current US$)","average_value_Merchandise imports by the reporting economy (current US$)","average_value_Merchandise imports by the reporting economy, residual (% of total merchandise imports)","average_value_Merchandise imports from economies in the Arab World (% of total merchandise imports)","average_value_Merchandise imports from high-income economies (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","average_value_Net barter terms of trade index (2000 = 100)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Transport services (% of commercial service exports)","average_value_Transport services (% of commercial service imports)","average_value_Travel services (% of commercial service exports)","average_value_Travel services (% of commercial service imports)"
"Cameroon","CMR","2009","26.564877717046","1145833586.55393","1909483644.5291","28.0646083157969","42.5127525340259","230.2948425","193.7905619","84.14889356","47.8259107755343","0.945267159471339","","","0.1057459192","3.7548580953","299.3814673","5.30750930637361","7.83744104792605","15.8288490183413","64.8352373291355","3552000000","1798673104","0.212695958564798","1.23770289056371","66.0359448505992","12.569462427454","1.07086401398706","0.364968375042762","0.86649636141999","1.10851287850246","17.7710551344298","15.9803040564062","4442000000","3725920894","0.286337882728","5.60046533290677","56.4445402312935","20.8574309307384","2.08906759468093","5.29809068995226","2.05622688134291","3.67935774537676","9.28894804388727","33.9801738420912","134.0180025","7.39040800546927","2.58894405510502","42.9856108432706","29.213235909853","23.6422715345589","20.436570508195"
"Czech Republic","CZE","2003","1.92188681235028","11437476619.5559","7428170484.92806","48.3351594046029","47.988016719826","130.12576","167.3942914","128.6403948","3.4308625975407","2.87675595801679","","","10.6870191456","12.137411238","161.7788326","1.53231488419015","9.44638755200348","89.9551461628453","82.6150959463161","48702000000","48721168476","0.539895815777848","1.09452674408391","93.9591332247095","0.773400326360432","3.26676828324432","0.381941849550809","0.619504858855512","0.298890368509396","0.160465272992194","5.50097095951267","51728000000","51805862871","0.192240369102605","0.635984293554611","82.7114712782563","8.02038835130746","6.98391646908623","0.976510551054228","0.535438851179289","0.332421582145681","0.247612547868221","17.0962883526411","104.5339047","1.69114211895355","3.30152252733128","18.9529780655838","16.5247207902018","31.1795476456231","26.0408749379687"
"Dominica","DMA","1976","","2501270.87428174","1828145.99068299","0","2.70006239588838e-13","","","","","","","","","","","0","9.45606694560668","","","11000000","11113000","5.47106991811392","","84.8195806712859","","","9.7093494106002","","","","","19000000","19060000","12.2455403987408","","71.1594963273872","","","16.594963273872","","","","","","","","","85.10460251046","100","5.43933054393305"
"East Asia & Pacific (excluding high income)","EAP","2013","1.51278193943428","368842480863.811","499280812624.85","47.9538203970872","27.5436488293526","","","","6.01469855742114","6.22558253084965","30.375765203771","","24.4940579582061","18.8594449907218","","2.94417731393593","7.36396858254713","83.8922047622239","58.0189454771701","3073568404501.14","3067210715158","0.131849556374273","4.32652493971755","68.8755659229032","14.6074901687972","3.75455308071548","4.00918517519151","2.05981022669144","3.78116924761153","2.78037662171531","16.3850943519253","2837774000000","2841925074118","6.46717886195647","7.19533754905424","61.7522370517687","16.3964562280945","3.39199857230288","4.27475245277898","2.05248302776254","1.39498277072993","4.26991103460603","15.3841278581804","","1.97126489519577","9.95272319701066","16.5718161691961","30.5004490909325","32.5302693990186","34.5919334971677"
"Ecuador","ECU","2000","3.94351810056243","798313050","1229253678","13.152735007902","36.6075780820238","100","100","100","36.453492358919","50.6508422802778","","","0.0312861447","5.8061843651","100","0.164478082877387","3.37227447368272","8.57875895500945","76.4657573514368","4927000000","4927310869","3.57167669503501","0.571524138596014","72.7035609532596","0.128799139504831","2.70880067340034","20.7776644952742","0.032331976657347","0.0570424938617771","0.0201235730068973","2.94709785643119","3721000000","3476672696","3.68069065423465","0.0417469841687968","58.6772164761753","2.79185337497183","2.00696522512109","31.6402420988783","0.0447762023094969","0.226431524861609","0.931824443447696","6.00185077071172","100","0.203257023837646","1.76696780684105","36.3266014503959","35.6964455631265","50.3561854588247","24.323701881167"
"Ecuador","ECU","1961","","","","","","","","","","","","","","","","","","","","126000000","96500000","5.07772020725389","0.103626943005181","89.3264248704663","","","5.49222797927461","0.103626943005181","","","0.103626943005181","107000000","109560000","10.4417670682731","","86.2449799196787","","","2.30923694779116","","0.70281124497992","0.301204819277108","1.00401606425703","","","","","","",""
"Euro area","EMU","1962","4.83724170446203","","","","","","","","18.7213841991449","7.9026328547135","","","","","","","","77.4926461649301","53.5957563696938","39291762390.4903","33939270000","12.2963752608704","4.96445562912815","70.9829645717188","1.34681741828861","0.773145680505208","4.36456058129712","4.83422301068939","1.34092453962622","4.06098893700424","16.7206601674108","43679029924.1572","37442830000","10.8942887062757","8.07390894331438","70.5796009543082","1.0522708887122","0.705876131691969","5.31263261884852","6.38573526627127","0.752079904216642","4.31751552967551","18.5261103394161","","4.24512469451405","9.02491371255881","","","",""
"Ethiopia","ETH","1961","","","","","","","","","","","","","","","","","","","","76000000","75200000","10.5053191489362","11.968085106383","77.6595744680851","","","","4.52127659574468","4.92021276595745","2.3936170212766","9.44148936170213","95000000","93000000","10.2150537634409","9.03225806451613","78.9247311827957","0.32258064516129","","","1.72043010752688","6.7741935483871","2.04301075268817","8.81720430107527","","","","","","",""
"Finland","FIN","1977","15.85577059909","1417267865.70108","1354814879.69679","38.1031630761594","29.8852372475576","","","","4.12276329032994","2.14708955096322","","","","","","2.38387293049494","1.7198968843555","74.0824177948995","60.1203374394622","7665000000","7667710000","22.749817090109","2.88104271027465","69.7875897758262","0.56027158043275","0.542534863733761","1.80379800488021","3.20408570485843","0.225751886808447","1.12615109335121","7.4625931340648","7608000000","7605490000","22.5899974886562","3.5767583679684","69.7661820605904","0.343830575018835","0.139635973487573","3.68444373735289","2.2631020486517","0.147262043602713","1.06554607263963","7.64382045075334","","3.73095079527084","3.85211439717614","33.0561967651743","40.5978650987265","26.4567672281714","27.7970007693603"
"Fiji","FJI","2000","4.66338756507031","411891061.194067","332181699.917571","22.2836567512403","22.5073337509335","100","100","100","41.2429884403512","","","","","","100","0.347833066992221","5.56075675172063","46.2455048479298","73.968054293745","585000000","453350165","0.0334641986950639","0.013937129591648","89.9490864859396","9.59620672025122","0.0309672325805815","0.066825827668994","0.0084539508218774","0.293742255503536","0.0212533285390996","0.421242595114088","830000000","788490247","7.64137847351205","0.0597714431843822","81.8244134857384","7.96704629372543","0.0148055096996019","0.350940295143562","0.0238710625421344","2.0188399362662","0.158704943372622","2.56716174702412","100","0.160479668261851","0.794110199461227","31.3956116067822","46.8689371056179","45.9728985749853","25.062972391728"
"France","FRA","1973","3.5142518993859","","","","","","","","18.9525862979597","2.14001985719497","","","","","","","","71.2874707320728","60.6773236712084","36669000000","36184300000","16.2446143769535","6.56251468178188","68.1419842307299","0.983575749703601","0.509060559413889","2.04619130396332","6.29223171375431","0.563504061153594","5.21883800432784","15.6134013923166","37738000000","37533500000","14.4572182183916","9.4033330224999","70.4573247898544","1.40194759348316","0.31571795862363","2.05762851852345","5.53425606458231","0.455060146269333","5.32084671027216","15.085456991754","","3.32098284795087","6.31059208861672","","","",""
"Faroe Islands","FRO","1971","","","","","","","","","","","","","","","","","","","","","37613000","1.76534708744317","","98.2346529125568","","","","","","","","","40637000","1.24763146885843","","98.5727292861186","0.0098432463026306","","0.0196864926052612","","0.150109506115117","","0.179639245023009","","","","","","",""
"Faroe Islands","FRO","1983","2.99238760453868","","","","","","","","96.7200988484835","","","","","","","","","0.287512377117914","66.1533747283629","170000000","169991000","3.66784123865381","","96.3321587613462","","","","","","","","238000000","237482000","0.11832475724476","","99.8454619718547","0.0113692827245854","","0.0063162681803253","","0.0185277199956207","","0.0362132709005314","","","1.21332773363466","","","",""
"United Kingdom","GBR","1999","0.473542911004029","131049947594.558","102801405663.814","44.718193490208","32.751765524074","","95.68048747","","6.08286418678788","5.54940163815323","","","","","93.66533252","23.2374577261671","6.83313378245708","83.7375324175455","82.8706561391548","272167000000","269495000000","0.385981408878343","3.3760609723275","90.6667160139324","2.03613539178587","1.36235894542904","1.43477717238539","1.21280369370489","1.13397756607878","1.76724980780534","8.9473025771893","324899000000","321080000000","0.307153430208945","1.50768961678453","88.622067813615","4.7995159170081","1.46572939164469","1.4965908178601","0.601862316604201","1.23893919451816","1.4681411185408","11.0707787561761","","1.83878094704542","2.61826483574152","14.4765163313048","20.0154883569316","17.5678324523201","40.3996123365373"
"United Kingdom","GBR","2009","0.612338502013802","279604024056.076","182913317314.46","42.9179528194422","40.6982255389275","164.8632076","124.6461272","75.60578795","6.48499820620619","11.0096980641088","20.786944552095","49442450948","3.4230550829","4.8140375565","149.5048786","35.2802722941706","10.6606380132622","66.1410192350526","57.697690065646","358158000000","355667000000","4.12768156843339","4.73040970880065","82.8293034509808","3.40285701737862","2.67939304827268","1.53825743574748","1.48823033708497","1.53362122294168","2.40065591916034","13.0430149805858","522860000000","519480000000","4.58252962905213","1.63082253561254","74.6355930409255","10.2747865434665","2.85440739393239","1.91502794101794","0.871031349233849","1.93347333410333","2.93315076826827","20.7818773300223","102.838977","3.02029700002626","2.93819060389517","9.82786415144747","15.5357817055584","11.9739107349397","33.1053547422519"
"Guinea-Bissau","GNB","2005","0.214107419984294","4631559.33332082","41735221.9253886","54.4821940237414","11.3700372490233","102.1367797","143.8159341","140.8071946","98.6600271526531","","","","","1.8464032679","206.8302607","0","4.19278640864905","0.0818373977849912","31.1420878887461","89000000","40374072","0.0145514180486922","0.0709762443580127","12.9312024806415","0.297743066391718","0.0012656637655969","0.0907017751392527","0.0709762443580127","49.8728986266235","36.7206607250316","50.3335853762781","106000000","128996073","0","0.487010174332981","42.4700339521188","8.23283899502894","0.175705348797711","0.379086733903907","0.4832379664767","5.83235661755378","42.4267403861201","15.103225661761","74.33795409","0.628835415498488","0.0944971827905945","10.6426524764634","60.9612065049514","34.8751534997953","23.4759698373762"
"Guinea-Bissau","GNB","1972","6.67792875562388","","","","","","","","90.1649983345349","","","","","","","","","2.69742799013544","59.7624180512883","3000000","2500000","0","","92","","","","","","8","","32000000","32000000","2.8125","","92.1875","","","","","","5","","","0.459644919705815","0.742657195700725","","","",""
"Equatorial Guinea","GNQ","2006","","","","","","221.9936547","748.1312671","337.0056986","","","","","","","447.8935698","","","","","8207000000","8003536992","0","0.0262103617700128","66.1272142465285","29.9115770489088","0.397998422845298","1.16351295799696","0.0262103617700128","0.0013555381840359","2.3721314237664","31.5006543297051","2020000000","1582569112","0","1.83696919013291","78.7649140595637","6.6181433218823","1.82913989540825","0.90357431416872","1.83696919013291","0.438138211306123","9.60912100753803","11.6259649328983","175.2413","","","","","",""
"Greece","GRC","2004","3.0418007081897","33113540208.8854","13710778572.6058","10.4390345208364","21.8569117609253","136.9062701","130.5958995","95.39073659","19.9633969063665","6.88338928268689","","","3.3586136751","6.1956321836","157.9761603","1.0535609659575","4.91130327851177","58.5506487243953","71.6526616248463","15308000000","16642979031","2.60503715826618","5.5050147890798","72.8117667601957","0.835978833722296","17.7852751811233","0.519895728035422","4.04902065156006","0.31398729700172","1.0790383900953","24.5831960815381","52760000000","56125542414","0.47586075877884","4.59370076458608","79.3591189042829","4.18661476207644","9.59037557142138","0.954474764891312","4.01177679565436","0.856028252619891","0.565750190274856","20.1650203369382","96.86054835","9.11717843994865","2.80245387963559","50.0900624618763","52.2671130507628","38.4173420513298","20.9646719098001"
"Greece","GRC","1971","11.6685147226836","","","","","","","","42.2311374205691","0.91690298533417","","","","","","","","30.5241826235304","71.2908396088727","662000000","662620000","15.8371313875223","5.94760194379886","75.5485798798708","0.0543297817753765","1.46086746551568","0.223355769520992","5.50390872596662","0.0075458030243579","1.3642811868039","8.61428873260692","2098000000","2098100000","7.63738620656785","4.36871455126066","82.9664934941137","0.258328964301034","0.903198131642915","1.49325580286926","4.06367665983509","0.173013679042944","2.50464706162719","9.39612029931843","","14.6592628516812","2.76182596468782","","","",""
"Grenada","GRD","1979","0.0380383882345979","19151851.8518519","12418518.5185185","4.17714175207888","32.2099612287503","","","","96.8329534106695","0","","","","","","0","3.75186400238593","3.11965760304361","54.6393337997495","21000000","21693000","20.0848199880146","0.0138293458719403","77.2000184391278","1.15244548932835","","1.54888673765731","0.0138293458719403","","","1.16627483520029","44000000","44736000","4.36337625178827","","80.2172746781116","0.733190271816881","","14.3173283261803","","0.368830472103004","","1.10202074391989","","0.009258354353973","0.30770310488443","1.04428543801972","43.4297643900985","94.7785728099014","20.6084103787653"
"Guam","GUM","2001","","","","","","95.76673746","82.18783784","85.82086016","","","","","","","102.3809524","","","","","61000000","57865623","0.506863980363609","","95.132451956838","4.09452085221652","0.0044223147826474","0.0417847397927436","","","0.219956156006477","4.36068406279839","","571021102","0.169661330659545","","95.8684745769693","3.68884055706929","","0.11852731845276","","0.143994853626268","0.0105013632228253","3.96186409237114","102.31642","","","","","",""
"Haiti","HTI","2004","","103910000","335920000","16.4373015109229","10.1869492736366","105.3999985","123.1749929","116.8643213","","","","","","","126.0423101","0","1.45570373898547","","","391000000","442991349","0.0319317748121533","0.0069170651005196","89.910691009905","0.16942859080528","0.0030316619117544","9.66446209314124","0.0069170651005196","0.191642568622711","0.0218952357013184","0.392915122141584","1306000000","898146567","17.9835761705918","0.0739326992272521","51.5587131337329","9.39352619047532","0.911064886361693","19.3524615453994","0.0189529199636745","0.773553922630537","0.0081512308447091","11.1052491502759","115.7289269","","","","66.9474874970231","83.5626984890771","21.4098594903548"
"IBRD only","IBD","1986","5.49067921309739","55526237312.8405","68233814751.8379","27.0869123230078","20.622120170751","","","","20.3798884008822","17.9167356353467","","","","","","5.05969400309333","5.04344061022533","33.2351266497707","61.4364948443372","312838457347.37","247537541708.468","10.7135541470498","4.5681994690345","74.5692458653885","2.67374771391347","1.15050766253799","4.64359655679732","3.7369614284963","1.43678242776366","1.07560419805293","9.42851213527067","325182955663.172","254103621039.17","11.003319445994","5.19812595514268","74.9230286980406","3.1171198337573","1.22474020245082","5.35231830888098","2.76586427014488","0.67199717050071","0.941612070230746","8.9710644769107","","4.75001058145313","3.51489342230118","32.998065694311","55.9917724932853","35.8534070390968","18.6693555578882"
"IDA & IBRD total","IBT","2015","1.57444461353558","1098791555715.99","1331280424866.27","41.8011943222056","32.2634717230169","","","","11.0101410989003","17.4714195755582","20.3318474681799","950884328998","13.1150958723292","13.7621354873434","","5.07272680790895","6.51602689521264","63.2500124066442","66.4928850823144","5867126841983.71","5803864183105","0.767569437835586","5.44578739709426","66.4915373457695","12.4653881277413","4.9888133876885","4.75134375798696","2.68212751909573","4.3027875918247","3.55043283205775","18.9835161233315","5651058511359.14","5545828476316","4.16914771014684","5.68927619782055","58.5787471347661","19.2331193921733","5.70385650814664","5.31361200230905","1.75477284457318","2.16758603518611","3.07915837269883","22.5122073262596","","4.81772071504455","5.4018474508826","20.7922130144537","26.4562914418144","32.6622591743499","34.764209939956"
"IDA total","IDA","1983","","5613901317.43641","12887974290.6977","23.4994176245414","20.9741896191011","","","","","","","","","","","2.65633989883376","5.23254400702524","","","38876077884.1022","33962433017.486","11.0872767293008","4.61809100431405","74.9867002397993","2.07716143598687","0.2859530902673","0.867598596172834","3.36041756651994","1.36897555079979","5.9659167911532","6.19314022514081","57021814652.2871","46196570970.66","9.37624543145755","7.14386217931713","73.4717041298811","3.15958950573698","0.423058229320634","2.94883603246299","4.04957808078383","1.65982316442721","4.91116542592973","7.43700719665309","","","","46.9723562125409","58.2323178624916","27.0065664298804","15.8368249952135"
"IDA total","IDA","1991","","9978510657.038","18638238689.9098","54.5615722120543","18.6101663315062","","","","","","","","","","","1.37333015871543","5.14664997791622","","","52584955592.3945","42480905579.044","10.1934814056871","4.99413028623687","72.8026134706877","2.88814865290789","0.699425748950043","0.98958986809846","2.9458651897785","2.14738699470969","7.33348866918065","6.95499892219115","62850145799.7223","57832731064.69","8.6295685064903","5.98125647579696","71.3732931947081","6.01843629269178","0.91668709848128","2.63773511074009","1.87480546674888","2.01953505134321","6.5299392787963","10.4283475171173","","","","27.3329686636857","53.9737674387689","17.0478240236638","22.7237480150276"
"Ireland","IRL","1981","2.15072965642739","","","","","","","","33.2818412460973","0.652115125027847","","","","","","","","57.888227578829","65.6024610351357","7678000000","7682040000","6.43839396826885","4.78948300191095","84.1874033459862","0.349646708426408","0.207106445683699","2.44778730649671","3.89466860365216","0.36240373650749","2.11258988497847","9.37420268574493","10608000000","10600070000","3.33894021454575","1.67885683773786","93.8626820388922","0.607165801735272","0.0814145566963237","0.753579929189147","0.135942498492934","0.429619804397518","0.790655156050856","2.79837774656205","","1.99398966704361","1.54227128356492","","","",""
"Iran, Islamic Rep.","IRN","2014","0.531812490359867","","","","","328.7982436","331.117993","100.7055236","7.29612646491591","67.7953154185715","1.59594269059273","308948526","0.0441850145","7.0262792134","396.503094","","","21.4311656505856","68.0060315159547","95160000000","63970376240","0.0000004126910228","3.42698262516894","22.669575521321","40.7448978105307","16.4831431168084","0.0611444301238019","0.35491831585951","19.1011449536536","0.585175439011925","76.9755057501284","55106000000","52920409144","1.56903427322451","22.4414787037724","53.5297464838512","25.4370128968026","10.1005049799507","1.015636648873","0.266067054804628","7.9997743148212","0.0822233476721587","44.6351521881197","188.2648619","2.89653085359165","2.15279322076634","","","",""
"Jordan","JOR","1969","1.63762636442868","","","","","","","","54.2035609524797","0.109773998203158","","","","","","","","13.012296655494","55.186286689767","41000000","41580000","27.994227994228","57.046657046657","25.5892255892256","1.68350168350168","2.40500240500241","","32.4194324194324","9.90860990860991","","13.997113997114","190000000","189950000","16.4464332719137","21.2687549355093","59.0260594893393","2.67965254014214","1.45301395103975","0.431692550671229","16.993945775204","2.14266912345354","0.826533298236378","7.53356146354304","","30.6763358491037","0.689755218511015","","","",""
"Kyrgyz Republic","KGZ","1993","","8685000","50738000","71.0765687967761","17.5686861918089","","","","","","","","","","","","7.58208837557649","","","340000000","360070000","0.0277723775932458","0.138861887966229","12.5919960007776","16.5578915210931","69.7392173743994","0.0277723775932458","0.111089510372983","0.944260838170356","","17.6410142472297","430000000","447110000","1.07356131600725","","17.4431347990427","4.20478182102838","77.03249759567","","","0.246024468251661","","4.45080628928004","","","","25.1122625215889","74.0805707753558","3.811168681635","0.768654657258859"
"Kyrgyz Republic","KGZ","1996","11.3043626563823","31490000","246718000","63.6074944426802","51.4125438760042","","98.92288119","","28.3945276020826","15.3126538643143","","","","","150.0963985","","4.37908867614037","38.4657606660431","47.7284675087654","505000000","505933000","0.704243447254874","0.174133729169673","9.72579373158106","7.39821280683411","79.3775065077787","","1.23277192829881","1.56147157825246","","10.1924563133854","838000000","795200000","1.08148893360161","0.213782696177062","26.5719315895372","1.04376257545272","67.2157947686117","2.77917505030181","0.427565392354125","0.880281690140845","","5.1307847082495","","6.19316249863845","1.21525003752095","22.991425849476","41.8899310143565","13.4010797078438","2.31843643349897"
"Cambodia","KHM","2006","1.62779996263186","1271905885.34065","760420336.807788","7.48771173059264","19.7666333637251","103.466043","265.7430931","256.8408778","0.607190825979595","","","","0.05978273","1.4218064074","246.4827223","1.1246901335132","5.93894696040638","97.2715806194386","81.5194967553355","3692000000","3571171117","0.102842033598358","0.0798591808279345","95.8067901790773","3.36697223573563","0.312896711860363","0.314343940187059","0.0116827781792345","0.0326515857626993","0.0518205355993867","0.723395551588742","4771000000","2979093674","0.0057818927113065","0.136962561318909","51.2686365430482","46.872261157371","0.19288413285389","0.0720583249440984","0.0799701943175621","1.44195663852093","0.0664511162330104","1.85332040686949","84.63637805","0.027667968493213","0.601307371171062","13.4296232615711","58.2280504473873","77.957974874323","16.0663692284813"
"Libya","LBY","1992","","67837941.6258565","844955304.334631","8.90052356020905","20.596889449349","","85.05792419","","","","","","","","123.7686841","","","","","9942000000","9941715123","5.96294473214188","3.85878457230631","84.5154249507078","0.882573803272717","4.25854816872125","0.158204700510457","2.14975991367883","0.36599053809963","1.70655319286745","7.37187040347151","5165000000","5164616190","3.9636239183061","11.2849703558192","74.1974007338965","2.87686508814898","5.34218013207289","1.77544674428169","11.128390768576","0.469877316807931","0.246215297909872","10.7105845792214","","","","80.6282722513092","57.7553593947033","10.4712041884817","21.6477511559478"
"St. Lucia","LCA","2018","0.244766927904796","1048104772.44372","397650942.663741","3.64398686071857","53.6302565716448","170.2164271","144.6604651","84.98619529","31.4832922743222","3.45461978250823","14.3387877740996","9939617","10.3625912616","4.3614921362","185.5712676","0.719750935908805","7.02632258937565","59.342027064157","51.0858722726106","62000000","114697212","0.716976451005627","0.229980306757587","76.5403399692052","0.406920091484002","0.0494894330997339","21.5025087096276","0.0000174372154748","0.270541013673462","0.513206894688949","1.24017487016162","659000000","674452597","1.17187894822503","0.119033272845415","81.7714953509179","6.98167272384304","0.372322978837903","8.80733238543672","0.003962472695468","0.727657958740131","0.163677181303818","8.24929331542036","95.46621984","4.69292529223214","0.554198079275469","1.29694671963596","25.1746534940019","94.3393154837367","14.1687673449776"
"Least developed countries: UN classification","LDC","2020","","","","","","","","","","","","","","","","","","","","182344346144.722","","","","","","","","","","","","252505415447.093","","","","","","","","","","","","","","","","","",""
"Late-demographic dividend","LTE","1970","","","","","","","","","","","","","","","","","","","","26510745867.3183","16996746000","22.6611670257354","2.45488165793617","67.078057176356","2.3698595013422","0.764299237042196","3.84657157317054","2.19606741196227","0.536173218097158","0.547804856294258","6.390458503057","28678130371.8159","21345457000","19.7592208965121","2.70551715055808","67.867616982855","2.37701633654412","0.843528437924754","4.97898452115595","2.1273285458353","1.20277584124809","0.843528437924754","8.38303438525584","","","","","","",""
"Moldova","MDA","2006","1.0453130084292","516840000","460990000","37.0172587261048","18.711902644309","110.3034032","222.796822","201.985447","62.8764539497118","0.324050217151906","","","0.263229092","3.2918725744","346.6104247","0.940329695843975","2.28855289702597","30.7643995544056","61.9791522950101","1052000000","1045630295","0.0546655928709373","0.934832516496665","53.761660090386","0.0666588375770042","44.672184158551","0.199707679663203","0.948173847621735","0.168042472411341","0.128907320918815","1.5114901581921","2693000000","2689240618","0.62947509741949","0.327594338008768","49.14271334273","4.90090790380885","43.5394769126606","0.73384645717113","0.271180791751674","0.61762067287056","0.164778821587768","6.68833464718998","82.19058124","4.98885136775403","0.866760356020535","39.4803033820912","37.8815158680232","22.5621081959601","41.1180285906419"
"Middle income","MIC","2017","1.59147857051526","1100351451893.3","1343026724688.19","43.2491619951675","32.0267737286712","","","","10.7668631623369","16.6358058369725","21.4671337264254","1020593705543","13.7877302755375","14.0954680305409","","4.55601481359012","6.43001366209103","63.6019710220196","65.4513008642534","5831753015178.08","5774385423034","0.771377014830375","5.16996105298325","64.7640864584176","14.1583539146307","5.27520831681773","4.54138932356223","2.65863782648815","4.76876009252108","3.06218705273215","19.4508452466594","5693466873075.16","5655733419644","3.74490139970798","5.75822297155758","57.9699034331143","20.3505115237636","5.45608268356863","5.23613239563969","1.97306379767496","2.15578405896073","3.11362070757013","22.2719178378511","","4.37193736663261","6.03866629152036","19.5496648241591","25.9267213908993","33.0032376076484","35.6164912183385"
"Montenegro","MNE","2008","4.96643561013618","1194381662.02977","596039228.384157","19.8361360590065","54.7146458184723","","","","12.9302573925822","3.96298530398241","9.0323676042701","6279001","0.3216532945","1.6172728237","","0.682136388222752","4.04138296201716","14.9290368380774","61.9829547031434","617000000","612077146","0.441824534321038","0.43307302311856","64.0762239797792","0.0365698999648649","34.8177095636895","0.023393129597425","0.43307302311856","0.12472937520853","0.0464764943208646","0.664241922210244","3731000000","3720573520","2.48531774746384","0.140542230166708","56.3987491638117","5.6140933078511","33.9721625498211","1.05542333161582","0.139479705806217","0.30506799392584","0.029706199704394","7.14377053890337","","62.1106208579198","2.6495728788265","11.3206963603189","33.9908633239475","68.1610311924518","7.25310789556309"
"Nigeria","NGA","1972","1.55717255151206","","","","","","","","12.7975551028393","82.9960419395906","","","","","","","","0.640092674383935","85.1991374957281","2180000000","2179300000","7.17661634469784","0.178956545679805","89.6985270499702","0.220254210067453","0.0642408112696738","1.19763226724177","0.137658881292158","0.0091772587528105","1.49589317670812","1.62896342862387","1505000000","1504800000","6.05396065922382","0.777511961722488","89.0151515151515","1.82083997873472","0.372142477405635","0.159489633173844","0.790802764486975","1.26262626262626","0.524986709197236","4.40590111642743","","1.47728821776641","2.22403120406451","","","",""
"Nauru","NRU","1988","","","","","","","260.7142857","","","","","","","","92.59259259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OECD members","OED","1978","3.97230344770049","213401628814.14","211885099878.129","35.210936002473","24.4624774825635","","","","13.8912897770334","5.35181657417261","","","","","","2.38170396329036","3.96911776952705","71.0624247638198","57.4919147576201","928601388067.964","869350180000","10.7301468552063","6.48267583035412","71.8528466860155","2.83846815330504","0.522342101545317","4.79094833798735","5.03086776838305","0.932318550851396","3.30206154670607","17.2879118745912","976614566372.881","925175628000","8.33662265474205","8.82940044330697","74.2537384480258","3.07815458363977","0.284884720287941","4.48969922497785","5.41838895047071","0.628868705996652","3.50964271185924","17.2957787859064","","4.23927737021039","4.92749501959026","35.0413119839277","42.6823074214673","27.5019233506344","29.0956972174413"
"OECD members","OED","1960","","","","","","","","","","","","","","","","","","","","89660165593.1635","82421120000","8.15014404075072","4.30958715436044","69.8016357943207","2.63889886475699","0.713445777004729","7.40447351358487","4.38744341256222","2.89475561603628","4.00920298098352","22.0180094616525","94439049522.812","85006500000","7.67829518919141","5.26097416079947","72.2957891455359","2.21903030944692","0.402204537300089","8.59161358249075","3.30034762047608","1.87085693446972","3.64186268108909","20.007799403575","","","","","","",""
