"Country Name","Country Code","Year","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Commercial service exports (current US$)","average_value_Commercial service imports (current US$)","average_value_Computer, communications and other services (% of commercial service exports)","average_value_Computer, communications and other services (% of commercial service imports)","average_value_Export unit value index (2000 = 100)","average_value_Export value index (2000 = 100)","average_value_Export volume index (2000 = 100)","average_value_Food exports (% of merchandise exports)","average_value_Fuel exports (% of merchandise exports)","average_value_High-technology exports (% of manufactured exports)","average_value_High-technology exports (current US$)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_Import value index (2000 = 100)","average_value_Insurance and financial services (% of commercial service exports)","average_value_Insurance and financial services (% of commercial service imports)","average_value_Manufactures exports (% of merchandise exports)","average_value_Manufactures imports (% of merchandise imports)","average_value_Merchandise exports (current US$)","average_value_Merchandise exports by the reporting economy (current US$)","average_value_Merchandise exports by the reporting economy, residual (% of total merchandise exports)","average_value_Merchandise exports to economies in the Arab World (% of total merchandise exports)","average_value_Merchandise exports to high-income economies (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","average_value_Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","average_value_Merchandise imports (current US$)","average_value_Merchandise imports by the reporting economy (current US$)","average_value_Merchandise imports by the reporting economy, residual (% of total merchandise imports)","average_value_Merchandise imports from economies in the Arab World (% of total merchandise imports)","average_value_Merchandise imports from high-income economies (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)","average_value_Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)","average_value_Net barter terms of trade index (2000 = 100)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Transport services (% of commercial service exports)","average_value_Transport services (% of commercial service imports)","average_value_Travel services (% of commercial service exports)","average_value_Travel services (% of commercial service imports)"
"Cote d'Ivoire","CIV","1970","24.6233498132722","","","","","","","","67.7349091801307","0.619480222196238","","","","","","","","5.96903945738182","76.7035859018076","469000000","467340000","7.10831514529037","1.2303676124449","86.9645226173664","","","","1.2303676124449","","4.69679462489836","1.2303676124449","388000000","383810000","5.75024100466377","4.27815846382325","84.9873635392512","","","0.0521091164899299","4.27815846382325","","4.93212787577187","4.33026758031318","","1.05258928487932","1.83416192007881","","","",""
"Cameroon","CMR","2010","14.7951144980557","1241063300.21125","1718356628.02593","44.6065682958487","46.1407637671087","284.8107645","211.5893617","74.29120949","24.4311256404985","49.5472814998676","","","0.0214596728","2.5551650905","345.9949219","3.97625030330368","7.09758383878299","6.89369035778514","51.2997235324537","3878000000","4220124998","0.111055715226945","0.774078730262293","71.606283662975","10.4880648845653","0.688271224519781","0.144559699129556","0.643007660030453","3.62955339172634","12.6892037618266","15.5934568599714","5133000000","5080810985","0.0020628596558587","4.10794892028443","45.200493853837","15.9251806333433","1.57050335538117","3.05258549192024","1.56481664511281","3.04305905998981","29.6412981007598","25.1561451857473","151.4349304","3.6051043971615","1.99330661121105","38.5668758172913","35.9249758595584","12.8503055835563","10.8366765345499"
"Congo, Dem. Rep.","COD","1963","","","","","","","","","","","","","","","","","","","","459000000","384700000","39.4073303873148","0.207954250064986","50.8708084221471","","","0.0519885625162464","0.155965687548739","0.64985703145308","8.86404990902001","0.857811281518066","131000000","237000000","23.4177215189873","0.126582278481013","65.1054852320675","","","0.970464135021097","0.464135021097046","0.0843881856540084","9.95780590717299","1.51898734177215","","","","","","",""
"Comoros","COM","2002","0.013888322255335","","","","","59.04336688","139.6853404","236.5809197","97.2103639650614","","","","0.0073294282","6.1722585502","122.6851852","","","2.55277428606582","57.5235130991704","19000000","9836075","0.411932605231253","1.25573462992098","96.9256436129249","","0.018696482082538","0.554001469081925","0.0027246640555303","","2.08700116662388","0.575422615219994","53000000","37158731","0.0652363505093863","11.2425636925007","70.9468469200415","7.08232743470169","","0.276104692595665","2.05873284531703","1.14067135392756","18.4300804029072","10.5578363265419","60.95936216","0.0020880669543488","0.311068133265886","","","",""
"Costa Rica","CRI","2018","1.89231398586973","9030801683.6589","3755262057.92186","51.7387010064724","34.0284479549441","120.6180107","191.4836422","158.7521143","41.0945137387279","0.0326713597930168","18.4668701403897","1148831708","0.8892601386","7.6373486557","252.9377654","0.972246468997907","12.89694586308","55.2893940817326","74.0154490646932","11344000000","11333870320","0.0154931365052005","0.135487027524063","73.6741739780202","2.20513913556053","0.711295336225446","22.9542512358656","0.0714423296842521","0.329826704775637","0.0383781433631226","3.35608164960899","18289000000","16707591717","2.50766290017548","0.424137339482007","61.493541846286","15.3811119790844","1.16581023345101","18.1018630765479","0.0566180761430442","1.24322919495723","0.0501626933549755","17.8969321769907","99.87346975","1.43490016888568","1.86384211253132","5.55831030616974","30.7642355108739","41.73074221836","22.310370671102"
"Curacao","CUW","2018","","1320827661.78213","977173446.486033","49.9850043045717","45.5126434985264","","","","","","","","","","","1.17024902784464","3.84158459842557","","","586000000","375630906","0.133816731256932","2.29290318299847","52.4650495611775","0.0880204463261072","0.670650619999836","44.629834851768","0.0000543086302915","0.0000111811885894","2.01256229965273","47.4011337075656","1757000000","1665678912","0","0.00821803043875","86.8467899532368","7.44344711977719","0.0382895524104468","5.44894849458237","0.00821803043875","","0.214306849554448","13.1532100467632","","","","3.95119260263724","11.3376909899963","44.8935540649464","39.3080809130518"
"Cyprus","CYP","1964","","","","","","","","","","","","","","","","","","","","58000000","57200000","5.24475524475525","2.62237762237762","89.8601398601399","1.04895104895105","1.04895104895105","0.174825174825175","1.92307692307692","","0.699300699300699","4.89510489510489","105000000","104700000","9.45558739255014","3.53390639923591","83.1900668576886","","0.764087870105062","0.573065902578797","3.62941738299905","1.43266475644699","0.955109837631328","7.35434574976122","","","","","","",""
"Cyprus","CYP","1969","","","","","","","","","","","","","","","","","","","","98000000","96838000","10.0342840620418","4.76259319688552","84.7621801358971","0.011359177182511","0.81476279972738","0.0815795452198517","4.06761808381007","0.0392407939032198","0.188975402218137","5.20353580206117","208000000","209987000","9.76869996714082","2.16441970217204","84.1518760685185","0.242395957845009","0.799573306919","1.59962283379447","2.19251667960398","0.988632629638978","0.256682556539214","6.07942396434065","","","","","","",""
"Algeria","DZA","1962","","","","","","","","","","","","","","","","","","","","192000000","","","","","","","","","","","","393000000","","","","","","","","","","","","","","","","","",""
"East Asia & Pacific (excluding high income)","EAP","2012","1.62834180399725","348617264087.641","440604886580.659","48.353807096163","27.3911544262633","","","","6.35356934836917","6.17138297843275","29.6624390600576","","24.105173929053","18.1551546800234","","2.35346242777259","7.64988707884744","83.4279166100412","58.4545047059942","2898158381416.06","2893662522756","0.164957891926311","4.170399251709","69.6328011264741","13.868548607658","3.60028870131601","4.11505627479285","1.96197273173819","3.93531030593515","2.7210643601593","16.3336923739415","2679762000000","2685820079300","6.24164861295145","7.3150615448599","61.3651385276916","16.5001665206294","3.53706556634871","4.46259936641915","2.20455143255284","1.47299541286887","4.21583456053806","15.8930463387276","","1.92183508376745","10.1820170139074","17.5627729514332","32.3407601987785","31.7300240948599","32.6181982961107"
"Early-demographic dividend","EAR","1988","","49195757767.6264","60352171012.9259","38.2218406201223","29.5425599951441","","","","","","","","","","","4.60888802491495","6.12854501307807","","","223254237944.653","194164152515.936","10.1548675908731","4.5476685863019","77.2106832951181","2.35561590557835","1.0517437770704","3.96724476727072","2.53605656615722","1.585868116467","1.13791998146503","7.65245787896855","252337953208.923","199983029072.87","8.96954416601253","5.81257564770195","77.5535502993946","3.01027834498184","1.14498497402973","4.63352142005648","2.67637762713003","0.940594520728747","1.07114864766608","8.42898885356896","","","","24.9695814169204","42.6944957305841","41.5354421881888","23.8077340602569"
"East Asia & Pacific","EAS","2008","1.23703903902869","767840407461.289","835904279457.711","40.4920842006277","39.78522159718","","","","4.28306008021806","7.92595080997706","28.9018334929388","","23.2191369851887","18.9592632090578","","4.63591453935977","5.91427054421691","77.5394498676805","61.9060121540089","4483275517111.63","4214237337852","0.362766679908736","3.87330865966839","64.938579743942","22.2987036626413","3.12286258061296","2.8850879592361","1.49463347854786","3.1084145083003","1.78895138681075","29.2570687815709","4165883383490.1","3925487189406","2.64831747143546","10.5697364176033","61.199806864394","25.6093282969832","2.03315074264901","2.71630723008766","1.98299506866507","1.73544637383745","2.07464795194819","29.3224330638352","","3.58030811859428","7.71574663216169","30.3734683477483","33.0304066531866","24.5076826966682","21.2770019241018"
"Spain","ESP","2010","","113968891496.248","65463888580.5195","48.8039594182575","74.144870812307","176.1934277","221.2976237","125.59925","","","","11508341613","2.1907816745","6.6821394477","209.952378","","","","","254418000000","254328000000","3.77870260175836","5.63598077639898","79.4464736918467","1.94287373785034","3.55488967081879","4.65245696816709","4.47643358104495","0.72453865677393","1.4236310917398","16.7748237063949","327016000000","326907000000","0.317032639252142","7.64950451290428","70.9689525568434","8.22888451516792","4.34523559116201","4.43262729338925","6.84221228912198","1.31184310308436","3.55321201197894","28.7140148039045","93.89343963","","","","","51.1960405817425","25.855129187693"
"France","FRA","2004","0.975276502354572","141994569249.144","124526317781.272","44.7186157391549","44.7181085912793","137.9850675","138.3424561","100.2590052","11.013873990336","2.8665533683138","","","6.4935565396","8.8854242409","139.2904143","2.2278436876194","2.65040583252626","80.8986193225506","76.5451357432683","452106000000","451930000000","2.29461075033744","5.66329836346337","84.2003848996526","2.27651881375434","2.77251325515013","1.44489486181488","4.34335460934215","0.597158896067975","2.07056391388047","13.50500435001","470945000000","470889000000","1.11574811643508","3.97279486503189","85.0607760087834","4.15569810719724","3.38988413341573","1.16714533064055","3.12694044031608","0.621211539662213","1.36259632354971","13.8234758747815","98.91352042","2.11089744571794","2.61550841804554","21.4282042258809","28.9665241248221","31.6253363473449","23.6649614513723"
"United Kingdom","GBR","1968","1.94395536336393","","","","","","","","6.55143962311018","2.6950655927511","","","","","","","","81.0672339103029","40.5642210747434","15461000000","15344200000","6.7940980956974","3.96436438524003","72.1751541298992","2.44978558673636","0.608047340363134","3.91418255757876","2.77890017074856","2.26013738089962","9.01969473807693","21.0307477744034","18960000000","18958200000","5.52900591828338","7.01015919232839","73.5291325125803","1.39622959985653","0.311738456182549","3.55413488622338","4.16495236889578","2.80775601059172","8.70705024738636","20.9418615691363","","5.23099866334794","11.3825847264577","","","",""
"Guinea","GIN","1988","","29700000","177520000","76.8013468013468","26.3744930148716","147","76.81814089","52.2572387","","","","","","","97.79035759","0.0336700336700337","4.96845425867508","","","511000000","466575313.4","11.9419481207223","0.0004549813029392","82.7447068172159","0.0974216683663915","","0.0600117477196984","0.0001948433367542","0.0970643252500465","5.05865247738896","0.254692584672891","605000000","436594383.7","11.2627348372913","1.29440432233348","81.587029148836","1.56353884491437","","1.64085024165646","1.16652897750045","0.0630840089755374","2.71623394082586","4.43400207304682","108.8888889","","","23.1649831649832","52.5236593059937","","16.1333934204597"
"Gambia, The","GMB","2020","0.524657892456574","","","","","","","","88.3215858475815","0","0.886698821678881","1274","","","","","","3.69430636266935","54.9414775394358","100000000","","","","","","","","","","","","695000000","","","","","","","","","","","","","7.45944989729253","1.59690128214193","","","",""
"Greece","GRC","2003","3.35193877806639","24306048189.3605","10849296555.3221","9.68571719098206","20.4682319853547","119.9814129","114.165061","95.15228922","22.0352812654774","6.87847827377467","","","2.8426109896","5.8397744932","134.2987455","1.16972080440614","5.37641805008683","57.2761438912453","70.5707821835614","13382000000","14158405005","2.72396731739064","4.66473197204603","73.3245898272706","0.765740985384391","17.8887510994746","0.479624788074778","3.14766680881509","0.533801116533324","1.13585805705662","23.9514428553388","44852000000","48096273905","0.415979827034379","4.34199044010122","80.3023587280113","3.99117170446844","9.62615094912517","0.772468621444242","3.60986423486645","0.65577120926869","0.626234725781301","19.2816614449543","95.74052483","8.50894523857891","2.19591112335702","44.8085173404634","51.731429998724","44.3360446641484","22.4239199658345"
"Grenada","GRD","1985","0.0144571233339712","30592592.5925926","21074074.0740741","3.92251815980629","37.0826010544816","81.6344","85.80047042","105.103327","95.4541626250873","0","","","","","28.19507489","0","3.44463971880492","4.5296893867577","59.4488954395668","23000000","21850000","4.90160183066362","","93.675057208238","","","1.4233409610984","","","","","69000000","69258000","12.2469606399261","","81.574691732363","","","6.17834762771088","","","","","","0.0016954471104816","0.322010115337755","3.26876513317191","44.762741652021","92.8087167070218","14.7100175746924"
"Greenland","GRL","1979","2.36706849576656","","","","","","","","55.5030779515283","0.01928487376832","","","","","","","","2.89815103452232","56.0848107382181","165000000","164138000","0.475209884365595","0.0073109212979322","93.7905908442896","","","5.10789701348865","0.0073109212979322","","0.618991336558262","5.73419927134484","275000000","274390000","0.956303072269398","0.0040088924523489","98.9558657385473","0.0010933343051861","0.0721600641422792","","0.0076533401363023","0.0061955610627209","0.0007288895367907","0.0878311891832793","","39.1942369233047","0.701254406639368","","","",""
"Guatemala","GTM","1993","3.94909851610999","625300000","548100000","61.0586918279226","31.4176245210728","95","49.72622051","52.34339001","62.8125327899061","2.02382857119081","","","","","54.25431547","0.735646889493043","4.96259806604634","30.7928879357345","74.1503544110531","1340000000","1342313700","3.14996412537547","2.0170024339318","56.5463050850185","0.260289379449826","0.0093122792384522","38.6672951337679","0.492917564649754","0.152967223682512","0.720949208817581","1.63643565583812","2599000000","2600276200","3.66383771077857","0.0188864552157959","70.4489546148982","0.220153535997445","0.0061762669673322","25.3056002281604","0.0168289814751218","0.107011708986915","0.231436952736021","0.581607446162835","98.95833333","0.421649945269253","1.17186416832969","5.50135934751319","42.2550629447181","32.7043019350712","21.3647144681627"
"Hong Kong SAR, China","HKG","1989","","","","","","98","36.2330328","36.97248244","","","","","","","33.90648716","","","","","73336000000","73237208933","1.73523745549439","1.51618419118462","65.2293225911381","29.7808128747015","0.086743723892746","0.717930917320393","0.317630159720877","0.962598700735498","1.1697235769965","33.0354399533675","77662000000","72154427160","1.15709989483007","0.329187381027501","57.2619096156052","38.6959457742959","0.0338126231061329","0.881020902529524","0.0073982614190295","1.18485495809513","0.777957970118984","41.5809904895647","100","","","","","",""
"IDA total","IDA","1993","","12592074144.4658","21189348270.2622","55.0118723836153","27.0864597968483","","","","","","","","","","","1.45889832127497","4.53239153454625","","","53624433968.0126","49548551802.704","6.38366509828016","5.35724520395697","72.433652750368","3.74859239812012","3.06305854815147","1.30599964842113","2.40172352167208","3.39273442038178","7.27057361460528","9.58599232573328","68047382698.4377","69471625037.69","6.97930354365812","6.46348780549972","69.0827154668071","7.68533963740317","2.5893876326968","2.61214661792978","1.73530242501369","2.3083269263324","7.00747775015896","11.4055497645881","","","","23.8605892275076","49.4486819300696","19.8339502475538","19.2775719456608"
"Jordan","JOR","1979","0.747912818031002","690069380.219317","679018333.111314","8.77831494973317","8.36255215349057","","","","31.0349586198071","0.012789429973144","","","","","","0","6.67323685743193","35.4747317150139","63.5002588610323","403000000","400370000","32.8895771411444","45.6402827384669","30.6366610884931","2.50018732672278","3.10712590853461","","23.7480330694108","6.76873891650224","0.349676549191997","12.7257287009516","1963000000","1948020000","5.01278220962824","22.1311896181764","77.8236363076354","1.84495025718422","2.73559819714377","1.49485118222606","7.93729017155881","0.995369657395715","2.15552201722775","9.2262913111775","","32.7212220097393","1.26376996338515","26.8449176640216","41.1510789095253","64.3767673862452","43.8131320795522"
"Japan","JPN","2004","0.491787970719247","95131548909.8323","135364763388.031","48.6170960055509","38.423871572862","96.10536771","118.0220574","122.8048549","0.474776788125197","0.40443333428467","","","18.4422155363","14.4891248818","119.770757","5.75394604537025","4.50023267014266","92.6835719528506","56.2844787125811","565675000000","565822000000","0.100296173354871","2.50562834159859","71.4717674291562","22.8291896865092","1.0171673270039","2.00463530544942","0.667316156140977","0.917840592624536","0.99178732976095","28.427936397489","454542000000","454823000000","0.0123340952414389","12.2003422874393","58.1690951691098","33.8827173885226","1.42613762958338","1.80619128672033","2.20013370212148","0.692898517445248","1.81049221125581","41.8185707356488","92.40563893","1.55315826979317","5.70572529029033","33.78797478016","28.8175407057675","11.8409831689189","28.2583550512278"
"Kenya","KEN","2007","11.9198301113395","2417672740.77742","1498795543.45135","14.9917661891417","25.4912585416448","136.6437232","235.3538266","172.2390324","42.7506691929721","4.26371119662861","","","0.7069484638","5.204278402","289.4654271","0.314489116936458","4.97807994773123","36.7679891509893","62.4399400986896","4081000000","3876517015","1.26553096014206","12.6352635911234","43.4313780768998","1.44013986741137","1.79146011048787","0.195310609258347","5.68669303261139","8.5043343734685","37.6851529697207","17.6179379932375","8989000000","8920021946","0.0673777041848547","22.3632983424949","61.3696320271363","12.4158600024144","2.23352130976921","1.23082330586903","2.8665663890509","10.2974486224431","9.51877063913224","29.0442196295466","86.71910449","2.82677795119341","2.18454152228585","46.7770902392615","51.8807575322674","37.9166544546604","17.6499039783566"
"Kyrgyz Republic","KGZ","2017","1.95849101108303","815608626","901230453","18.8117700216672","15.2808431563286","231.2632436","345.3317675","149.3241044","12.0410052629993","4.95863473524889","17.6228403331934","88959757","0.1465299138","3.6556679619","805.3574628","3.26854353303517","4.10403242332514","28.7231010015701","70.2354726414474","1764000000","1757153897","0","2.09300528899547","43.7618409129021","5.69381402339399","49.269012320325","0.0026244713157302","1.02313138483168","0.233300794369749","0.016276092861774","6.96914676677293","4495000000","4490472703","0.103434544806318","0.387726931028179","12.7337284918354","33.5989506626336","52.1045043306212","0.168803230780935","0.394356500333903","0.840433992055825","0.0557882469328085","35.0583326327371","133.6169738","12.3309595924677","0.960740925253755","25.3718950981276","48.17655612443","52.54779134717","32.4385682959162"
"St. Kitts and Nevis","KNA","1970","","","","","","","","","","","","","","","","","","","","4000000","","","","","","","","","","","","12000000","","","","","","","","","","","","","","","","","",""
"Korea, Rep.","KOR","1996","1.1142561586276","24206000000","29167900000","42.0478393786665","37.3307642991096","141","75.2983723","53.40341093","2.2791452314417","2.98076101150615","","","","","93.68024875","0.899776914814509","1.04875565261812","88.6280952347867","64.4835341577521","129715000000","137699000000","6.68167524818626","3.29327010363183","63.9263901698633","18.3617891197467","2.55513838154235","3.19305151090422","1.89718153363496","1.7760477563381","1.60872627978417","29.3919345819505","150339000000","150157000000","1.32674467390798","8.60699134905466","79.3537430822406","11.8843610354496","1.62390031766751","1.65560047150649","1.57994632284875","0.887071531796719","1.6886325645824","19.3195122438514","125.8928571","0.90340513544394","5.1265562867323","36.8933322316781","35.9679647832035","20.1590514748409","25.6525152650688"
"Least developed countries: UN classification","LDC","1993","","4105914800.29534","9074452393.02249","51.3509088544595","29.3951141766293","","","","","","","","","","","5.36670134993886","4.24920395599351","","","18818469765.8216","15756194488.41","8.5529885047105","4.56159884318344","66.9352900846399","7.31943911788864","4.51668545271173","1.04356560678325","2.47297810484466","3.69744584214365","5.46160728627768","16.0135378167238","27863758324.0428","32538563496.37","7.03438424083055","6.46044807992906","66.4845242116124","9.57660996427154","1.27961019385742","1.0885803665077","2.14628989637409","3.28055903407659","9.10944209246971","11.8004232369018","","","","24.6039886338504","49.516621443185","","16.9510443441817"
"Low income","LIC","1984","","","","","","","","","","","","","","","","","","","","11712977358.4044","8215909765.35","17.9457266988668","6.93748882060207","68.0931967431265","4.69180982566722","0.345041462822984","0.189759000272757","4.09352428371258","1.08333787497837","3.55760411055271","5.08351565079805","17662676620.8505","12599555636.52","13.2542151053504","6.90532726034722","59.0352082665972","4.66526752357272","0.670201034220148","1.65094190017524","11.7711444359883","1.57587891966752","7.37714281442846","7.0408800217223","","","","","","",""
"Lower middle income","LMC","1969","14.1170855365871","","","","","","","","28.1194755059766","29.0721075849321","","","","","","","","20.1545737166366","65.0063344285849","15574451092.4734","11057403000","12.2740303487175","3.22563082850467","74.4441619790832","2.38048662963627","0.614882174412925","2.21537552714684","2.30973764816205","2.25904762628259","3.50227806655867","7.37224644882709","16684105955.8096","12030659727.3","10.3671968959516","2.56500858257379","74.9515187546399","2.98347652769238","0.325315795232873","2.34882607548119","2.92407526629592","1.99823470724598","4.10135597746019","7.95048819850413","","8.58492538085387","3.85825117338749","","","",""
"Late-demographic dividend","LTE","2000","2.09152008175546","247176205120.175","206874850087.088","51.5165965769723","31.3716739082807","","","","7.34028589401545","20.3334703867782","","","14.5550758655887","16.6331765685818","","1.66287323800442","6.1709587260507","63.3028069980477","72.8934496256163","935483935196.325","896403939527","3.45170845905994","2.57085002941421","78.5149649488796","6.59495341187301","3.88793527083225","3.50433778878477","1.42638352144534","1.53943803351439","1.08027856561069","9.66752974855593","804784100575.752","760049984191","2.55304726289208","3.76809586286406","75.4293089302835","8.02989096433728","5.42634271059148","4.3665177229528","1.53846038645026","1.26186020847148","1.39457181402116","11.6860340797902","","4.14890181276637","4.33640405278321","18.6307042478336","29.661956248829","28.2048333063733","32.810079462337"
"Morocco","MAR","1980","2.62230605032228","708809847.81896","720240899.002279","12.3999522159837","11.1803432870915","110","35.0703418","31.88212891","28.4615232319385","4.84553018225679","","","","","36.89290421","1.17309759885318","6.58593933693863","23.510425011453","46.5446916507941","2441000000","2404630000","12.0450963349871","3.53942186531816","71.8671895468326","2.11342285507542","1.3785904692198","3.69453928463007","2.43571776115244","4.64853220661807","1.81691154148455","13.6519963570279","4255000000","4232170000","6.9973559663246","19.139117757557","76.4078475108514","2.30378269303927","0.439963423019397","2.40113227965795","9.79710172322945","0.246918247612927","1.40589815626499","6.79769479959453","90.16393443","40.5414189926086","3.59924353010788","22.4560984350734","68.6550670115213","63.9708517500896","13.5786503644486"
"Maldives","MDV","1961","","","","","","","","","","","","","","","","","","","","2000000","","","","","","","","","","","","3000000","","","","","","","","","","","","","","","","","",""
"Marshall Islands","MHL","2010","","7388257.49297016","53173807.8100647","16.1751723073685","26.3667686819561","162.7585543","354.0113985","217.5070921","","","","","","","274.1027703","","2.30105310419024","","","32000000","220798325","0","0.0106300625242515","89.1968120682075","0.232359099644438","0.145525560486023","10.349596628507","0.0104507133376125","0.0490438503100057","0.0162120795073966","10.5708288321481","150000000","695598752","0","","99.316848256795","0.129315930687581","0.4153786923413","0.0042668276667638","","","0.134190292509323","0.553835812517386","99.47002808","","","36.1373321685475","50.5018985621329","47.6874955240839","20.8302796517207"
"Middle income","MIC","1996","2.84275123424141","201332245083.863","223383126399.721","33.075684178825","30.6870040835082","","","","12.5397923605563","13.7637131967161","","","","","","2.24956371350867","6.18169714550163","64.069156571279","70.8029797438839","939798647699.054","917068489660.309","3.82164236151394","3.01026540491633","75.6614221734298","5.47728133129542","5.76462244538369","4.19387148372555","1.77580081872227","1.58898116067349","1.71637822525581","8.06318201985971","1006970047298.75","944596343234.67","4.08028527083203","3.67594046957637","74.4412916329821","5.46537832613528","6.64762302110273","5.05528501858058","1.545286152636","1.26675803610523","1.49809254162602","8.59947832546322","","4.35614973976758","3.77617987047464","21.8559646450039","39.4835194330148","42.9133056974469","23.7718303153314"
"North America","NAC","1991","4.89463653215092","168971841320.22","129063006657.872","32.5855633992129","24.702629436389","","","","10.0818649820835","4.82018869307999","","","","","","5.03482661555429","5.41208322261211","71.7984162555616","75.873774723514","548948000000","547793530548","3.39938253380813","2.9703286230182","78.7349801889415","3.8290889559217","0.487002636842028","10.8153659121724","1.135928136363","0.66735247221812","0.930899163733129","17.8656372772504","633655000000","642325117213.1","2.06288881342698","2.62543835755125","77.1979265166628","6.79063491570554","0.18934951582969","10.2598795873321","0.531564530144107","0.915225420943325","2.05253069995546","20.7391846699102","","3.92580893884203","2.71514249182151","25.0810245410508","32.8230374683483","37.298585444182","37.0622498726506"
"Nigeria","NGA","1960","","","","","","","","","","","","","","","","","","","","462000000","461800000","10.6972715461239","","88.3066262451278","","","","","0.303161541792984","0.692940666955392","0.303161541792984","604000000","602700000","11.9960179193629","","85.282893645263","","","","","1.94126431060229","0.77982412477186","1.94126431060229","","","","","","",""
"Nepal","NPL","2019","","1511667556.10413","1676594438.72166","45.5980283641738","17.2154910575761","158.871803","120.3674129","75.76386157","","","","","","","784.4694851","1.02836290399226","4.08822927528619","","","968000000","989994194","2.41182000305751","1.13219300354806","21.8305315637033","5.31906826516197","2.54662897548266","0.031403719525248","0.145159841210139","67.6596975072765","0.0556901245826902","8.0979509259627","12340000000","13216689000","2.11238630189452","2.12328433392055","11.3631239715181","18.6775853846603","0.822167632150533","1.43367529492447","0.260348715173672","65.0862445200912","0.244468179587187","21.4382452064961","77.64753843","","","7.37108547829099","36.787224673307","46.002523253543","41.9090549938307"
"New Zealand","NZL","1975","26.9772833061559","","","","","","","","53.9174243683286","1.29500886549189","","","","","","","","13.7526904885832","71.3105384834058","2162000000","2155120000","6.33607409332195","1.90337429006273","79.6364007572664","7.16433423660863","0.063569546011359","2.43141913211329","2.49127658784662","0.655183934073277","1.22174171275845","14.0275251494116","3155000000","3148570000","1.21197877131523","4.70562826934132","88.281346770121","2.28611718970834","0.0174682474901304","1.6210533670841","4.61002931489533","0.984891553943536","0.98711478544228","10.5066744585637","","4.05115573732099","4.75135171150013","","","",""
"Pre-demographic dividend","PRE","1994","","5068859467.6528","15370350294.4364","","","","","","","","","","","","","","","","","29533903112.7064","29752282263.98","8.21779111255919","3.55560947304961","71.8111946829803","2.12895056557578","0.593775136295785","1.8548155108266","2.32230064130977","3.15582760220125","9.91534474825131","8.74035604858122","28332805990.3792","32087649851.05","5.32122812808874","4.36689445237998","68.6219948743884","4.82195805391975","1.42997424876285","2.34187575425667","2.21380027016512","2.39458344828913","12.8545852221293","12.5161325101216","","","","","","",""
"Post-demographic dividend","PST","1993","2.38281937242529","772072838047.733","757443349898.486","33.4017084723689","30.3488407122819","","","","8.77725472568307","4.672659958943","","","","","","7.61780312575505","6.43034678690552","78.1243671141831","72.6635135926554","2927755415036.18","2740792994358.15","4.91858044455317","3.27083455307982","77.3543923626547","7.43114553248023","1.9592748674028","4.27739433677829","1.78525629864768","0.931572406644787","1.34238375083833","17.6274778493484","2923139931059.93","2759692064773","4.28365238747394","3.53194344350139","76.307257929384","9.6142239982914","1.70770772191201","4.1179549692566","1.55280376247907","0.966420968545487","1.44997826265746","19.2693711811198","","2.70637186112684","3.24073564474616","26.6477794468947","29.3610307848749","32.4777228191538","33.9664975662264"
"Rwanda","RWA","2013","5.54416141198727","407535145.656186","481660652.58326","5.22426726206524","2.48124845358427","279.0993901","1326.38256","475.2366388","36.6823797062953","0.106274986246162","4.99734861493562","2392668","0.4069220649","6.0604298173","1079.518965","4.27007149679336","1.28750520286588","9.93859737576726","59.8198715976419","703000000","623871366","0.22822829794692","1.35624384466461","35.8085389352522","9.16206498889068","3.60939982618148","0.0481753156787773","0.0137989984300706","0.0572951443968018","51.072498493223","12.8907342735778","2302000000","1983844188","0.0954445420388025","13.6422227429486","40.7367606230576","14.6284503468273","2.65779360692413","1.81423002964182","2.56605777348478","11.7405074657002","25.7607556123253","33.4070392225783","167.6828907","47.7284254388127","0.829852361669627","18.4627949682793","79.8164801221497","72.0428662728621","16.4147662214002"
