"Country Name","Country Code","Year","average_value_Air transport, freight (million ton-km)","average_value_Air transport, passengers carried","average_value_Air transport, registered carrier departures worldwide","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, industry (% of total freshwater withdrawal)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Container port traffic (TEU: 20 foot equivalent units)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Fixed broadband subscriptions","average_value_Fixed broadband subscriptions (per 100 people)","average_value_Fixed telephone subscriptions","average_value_Fixed telephone subscriptions (per 100 people)","average_value_ICT goods exports (% of total goods exports)","average_value_ICT goods imports (% total goods imports)","average_value_ICT service exports (% of service exports, BoP)","average_value_ICT service exports (BoP, current US$)","average_value_Individuals using the Internet (% of population)","average_value_Industrial design applications, nonresident, by count","average_value_Industrial design applications, resident, by count","average_value_Investment in ICT with private participation (current US$)","average_value_Investment in energy with private participation (current US$)","average_value_Investment in transport with private participation (current US$)","average_value_Investment in water and sanitation with private participation (current US$)","average_value_Liner shipping connectivity index (maximum value in 2004 = 100)","average_value_Mobile cellular subscriptions","average_value_Mobile cellular subscriptions (per 100 people)","average_value_Public private partnerships investment in ICT (current US$)","average_value_Public private partnerships investment in energy (current US$)","average_value_Public private partnerships investment in transport (current US$)","average_value_Public private partnerships investment in water and sanitation (current US$)","average_value_Rail lines (total route-km)","average_value_Railways, goods transported (million ton-km)","average_value_Railways, passengers carried (million passenger-km)","average_value_Renewable internal freshwater resources per capita (cubic meters)","average_value_Renewable internal freshwater resources, total (billion cubic meters)","average_value_Secure Internet servers","average_value_Secure Internet servers (per 1 million people)","average_value_Trademark applications, nonresident, by count","average_value_Trademark applications, resident, by count"
"Morocco","MAR","2017","77.93581","8667392","86735","87.7768191","10.1907774902","2.0324034129","36.4586206896552","10.573","4510000","","","","","","","","1378867","3.87526241","2046390","5.751314843","2.13887397","3.9539199268","8.61290128659284","1492626585.806","61.76221201","1557","3714","","220000000","","","63.6810834228","43916066","123.4247246","","220000000","","","2109","3896","4923","815.035848789715","29","10115","284.278883120965","13038","17001"
"Mexico","MEX","1968","","","","","","","","","","","","","","","","","","","494946","1.12172","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle income","MIC","2012","37201.4706768574","1036475760.70081","10033531.5900728","","","","","","311169230.341","1894.93342192237","10.2067889352554","50.0933918154119","19.5515620580908","18.5803000936252","4.24382231313686","4.22574570284383","314065184","5.92610415981651","636216310","11.8186523100033","13.9737091538324","12.3795200390255","12.6085573319095","114935325258.34","27.5918021725381","59657","723941","","87592267000","58764240000","","","4668562405","86.7262997877269","","85340670000","58680340000","","","","","5507.35478117361","29440.691","","16.6053851095964","715011","2647050"
"Mauritania","MRT","2016","","280215","4307","","","","","","72523","","","","","","","","11141","0.267585246","53191","1.277544816","","1.5808659873","5.30540581817356","14320887.9072352","18","","","","","","","8.9915126445","3614172","86.80541261","","","","","","","","","","14","3.36252969834266","",""
"New Caledonia","NCL","1992","","","","","","","","","","","","","","","","","","","35114","19.64320678","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"New Caledonia","NCL","1973","","","","","","","","","","","","","","","","","","","4700","4.46242","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OECD members","OED","2003","89174.104","1278025311","16602403","","","","","","136180790","7799.70651191534","6.2114073902362","38.277139835493","12.9149642713125","17.6875900603332","22.1738310300911","5.88874893913708","84852178.33","6.92291813427412","591281946","48.2415017169181","11.4460906412699","11.8867107406705","6.16897198947616","85115239126.5463","44.3594283198345","47741","175971","","","","","","770452081","62.8596317548118","","","","","","11057","7383.5","","","","","",""
"Oman","OMN","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2418.68468471581","1.4","","","",""
"Panama","PAN","2008","38.458","2762458","46292","","","","","","5129499","1626.75430663295","12.1089494163424","0","61.8210116731518","0","0","37.9299610894942","196190","5.579596633","523999","14.90240612","11.3025175915","11.0866651957","4.83427553628127","249700000","33.82","54","","","","","","29.5309738526","3915246","111.348659","","","","","","","","","","","","6321","4407"
"Panama","PAN","2020","","","","","","","","","","","","","","","","","562413","13.03460882","616698","14.29273006","","","","","","","","","","","","","5708163","132.2936557","","","","","","","","","","6371","1476.55679285653","",""
"Peru","PER","1992","40.5","1217600","21200","","","","","","","471.157916406545","17.5354366712391","0","73.8378295991465","1.36412132296906","0","23.7844840725499","","","613711","2.672163815","","","18.010752688172","134000000","0","26","28","","","","","","21550","0.093831022","","","","","","","","71450.895557078","1641","","","",""
"Puerto Rico","PRI","1987","","","","","","","","","","","","","","","","","","","696100","20.97423372","","","","","","","","","","","","","3917","0.118023378","","","","","","","","2062.84410999898","7.1","","","",""
"Paraguay","PRY","1961","","","","","","","","","","","","","","","","","","","8189","0.430099","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pacific island small states","PSS","2011","97.6075703934355","1691669.50847461","36808.2522848901","","","","","","629416.219","","","","","","","","29135","1.54620491202432","199336","9.97772061345812","0.62293082022353","3.18322071306841","1.45243168983356","28644182.0127211","17.5998979346836","","","","","","","","1259491","63.0435511649522","","","","","","","","","","","26.891575855309","",""
"Post-demographic dividend","PST","1962","","","","","","","","","","2627.07434112946","8.89173070665774","44.5308276851531","28.9117011350541","10.5658108206009","0.335262742743605","7.6922512225596","","","84112594","11.9111926556539","","","","","","","","","","","","","","","","","","","","","","12452.6167007091","8674.8525","","","",""
"French Polynesia","PYF","2007","","","","","","","","","69508","","","","","","","","23600","8.982913433","54099","20.59180652","0.453089601","4.8677086802","0.989557150316168","11322888.9416657","28.59","","","","","","","12.423270632","174847","66.55235021","","","","","","","","38063.772043682","10","","","",""
"South Asia","SAS","2003","1345.932","27975359","338691","","","","","","7288887","391.009839129172","26.0799724703886","57.477251517093","14.8425531381586","16.8720270381497","2.5428611738266","6.44694690641607","144282","0.0127564665587623","48190713","3.28202080424563","1.38865348418801","7.53335087917643","43.0182817491265","","1.84665677677393","689","4110","","977980000","579140000","","","39203391","2.66994067580404","","897680000","579140000","","","2882.5","13282","","","","","",""
"Saudi Arabia","SAU","2012","1815.016","26537661","208986","83.86015326","12.1024904215","4.0373563218","900.104166666667","21.6025","6549000","8502.85711776948","8.75294464075383","0","0","44.6834511189635","0","27.6902974087161","2540151","8.712604056","4801824","16.47004106","0.1234287153","7.4370498865","2.78012702936151","307200000","54","","","","","","","52.2364144804","53000000","181.787624","","","","","","","","82.3189071506524","2.4","1176","40.3362645038197","",""
"Senegal","SEN","1991","16.1000003815","138400","4200","","","","","","","102.63679867057","17.8534571723426","0","0","1.75438596491228","0","93.7048503611971","","","48469","0.624963252","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Slovak Republic","SVK","2006","0.302","779759","14521","","","","","","","5153.12148361062","4.4766567469841","18.3322133691722","14.0763495568142","6.11180442225849","57.6365556302198","2.31032606956577","304615","5.642405087","1167390","21.62364714","12.6355183768","9.269512911","","","56.08","16","88","","","","","","4893232","90.63768078","","","","","3626","9988","2213","","","","","12725","11292"
"Eswatini","SWZ","1973","","14000","600","","","","","","","","","","","","","","","","2500","0.579706","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eswatini","SWZ","1979","0.1000000015","30000","500","","","","","","","","","","","","","","","","4600","0.809410274","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Sint Maarten (Dutch part)","SXM","2019","","","","","","","","","82200.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","810.153929246557","",""
"Seychelles","SYC","2020","","","","","","","","","","","","","","","","","34966","35.55370271","18882","19.19936551","","","","","79","","","","","","","","183498","186.5822038","","","","","","","","","","6017","61109.8697974853","",""
"Turks and Caicos Islands","TCA","2008","","","","","","","","","","","","","","","","","","","3700","11.85821422","","","","","","","","","","","","1.1373697674","","","","","","","","","","","","","","",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","1961","","","","","","","","","","","","","","","","","","","500746","0.696361911171117","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tuvalu","TUV","2011","","","","","","","","","9975.64","","","","","","","","450","4.23210759","1450","13.63679112","","","3.15599834538918","137161.47224021","30","","","","","","","2.5190925164","2130","20.03197592","","","","","","","","","","","","",""
"Uruguay","URY","2007","4.229","602996","9186","86.61202186","11.2021857923","2.1857923497","3.96963123644252","3.66","596487","2419.14691755361","12.2002970507108","0","85.6036494801613","0.0212179079142796","0","12.9217059197963","165018","4.952894111","965216","28.97024956","0.1048275858","6.0120012734","9.39916996755773","172329229.285714","34","49","14","","","","","19.4596648081","3004323","90.17254901","","","","","1641","284","15","27673.1198261096","92.2","","","",""
"Venezuela, RB","VEN","2009","1.857","5121009","123646","","","","","","1240251.54","3090.96960830166","27.2319785917378","0","71.8866031108881","15.1396554607794","0","12.9737414283325","1401548","4.99999126","6866686","24.4967493","0.0109755969","8.2218567177","3.87126865671642","83000000","32.7","","","","","","","22.9376654981","28123570","100.3302093","","","","","","","","","","","","7977","13727"
"Virgin Islands (U.S.)","VIR","2015","","","","","","","","","","","","","","","","","9000","8.574858515","76000","72.40991635","","","","","54.8391373","","","","","","","3.37","","","","","","","","","","","","57","529.188948306595","",""
"World","WLD","2003","124203.199","1665309283","21282617","","","","","","296996130","2500.60797395715","8.64741616809956","39.8313508859405","15.6084555923286","19.4164765118329","15.6649191068749","6.57939334865646","103670752.33","1.97595503526117","1135703975","17.8426894962327","14.1029860883047","14.1212661233325","6.27237258751076","","12.2097659831683","78770","280229","","","","","","1415027798","22.2204271998238","","","","","","3563.5","1931","","","","","",""
"Pre-demographic dividend","PRE","1983","527.2999972031","9138600","205800","","","","","","","174.265395881175","11.4926123228465","0.248250016604642","41.8577111330604","11.0057507361391","0","32.3397365381005","","","1138894","0.333703902271453","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"South Africa","ZAF","1981","311.3999938965","4159800","69800","","","","","","","3678.88216364485","7.07397761666784","98.5236151193074","1.45438868163581","0","0","0.021996199056803","","","1788610","6.097581971","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Africa Eastern and Southern","AFE","2020","","","","","","","","","","","","","","","","","","","3744324","0.794053368816968","","","","","","","","","","","","","397181839","84.2297774624791","","","","","","","","","","","1310.17317012981","",""
"Afghanistan","AFG","1960","","","","","","","","","","","","","","","","","","","7700","0.08558434","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Africa Western and Central","AFW","1990","259.9000044687","3551000","85000","","","","","","","129.889850679518","24.464785535971","0.0426340556029371","50.4262491500585","24.2850139799807","0","11.8653856285713","","","659797","0.322160446010617","","","","","0","","","","","","","","0","0","","","","","","","","","","","","",""
"Angola","AGO","2011","50.973","987798","12282","","","","","","631250","207.013351411564","11.2723411785525","0","70.9078039285082","0","0","29.0921960714918","15817","0.06530375","159485","0.658466753","","3.753755282","5.54855779000737","40629829.61","3.1","","","","","","","17.3506681878","12073218","49.84677338","","","","","","","","","","45","1.85791799232556","",""
"Argentina","ARG","1965","","","","","","","","","","","","","","","","","","","1100000","4.963977319","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Armenia","ARM","1981","","","","","","","","","","","","","","","","","","","340000","10.8001789","","","","","","","","","","","","","0","0","","","","","","","","","","","","",""
"Australia","AUS","1987","990.799987793","16880200","283300","","","","","","","7525.685721137","7.81080115265011","76.540224903629","10.3381157668241","10.6361624962934","0","2.12814488720604","","","6816301","42.11969498","","","","","","","","","","","","","4423","0.027330866","","","","","","","","30251.0467968937","492","","","",""
"Austria","AUT","1973","6.3000001907","830900","20900","","","","","","","3620.56203999017","7.47832837365765","10.315047224738","60.6482080476129","14.3194462414284","0","14.0639151248544","","","969000","12.8921","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Austria","AUT","1989","41.5999984741","2283800","39900","","","","","","","5896.13556780851","5.63320109856576","9.76502898992981","71.7872037432611","13.2987488556607","0","2.82778964500051","","","3102814","40.36668101","","","","","","","","","","","","","50721","0.659865022","","","","","","","","","","","","",""
"Benin","BEN","1987","16.2999992371","104100","2600","59.61466126","26.2799348017","14.105403937","1.16150485436893","0.119635","","30.8692199039438","","0","0","0","0","100","","","13184","0.29069979","","","","","","","","","","","","","0","0","","","","","","","","2271.09260721872","10.3","","","",""
