"Country Name","Country Code","Year","average_value_Adolescents out of school (% of lower secondary school age)","average_value_Adolescents out of school, female (% of female lower secondary school age)","average_value_Adolescents out of school, male (% of male lower secondary school age)","average_value_Current education expenditure, primary (% of total expenditure in primary public institutions)","average_value_Current education expenditure, secondary (% of total expenditure in secondary public institutions)","average_value_Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","average_value_Current education expenditure, total (% of total expenditure in public institutions)","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Expenditure on primary education (% of government expenditure on education)","average_value_Expenditure on secondary education (% of government expenditure on education)","average_value_Expenditure on tertiary education (% of government expenditure on education)","average_value_Government expenditure on education, total (% of GDP)","average_value_Government expenditure on education, total (% of government expenditure)","average_value_Government expenditure per student, primary (% of GDP per capita)","average_value_Government expenditure per student, secondary (% of GDP per capita)","average_value_Government expenditure per student, tertiary (% of GDP per capita)","average_value_Population ages 0-14 (% of total population)","average_value_Population ages 15-64 (% of total population)","average_value_Progression to secondary school (%)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Pupil-teacher ratio, secondary","average_value_Pupil-teacher ratio, tertiary","average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary (% net)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, secondary, private (% of total secondary)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, teachers","average_value_Secondary education, teachers (% female)","average_value_Secondary education, teachers, female","average_value_Secondary education, vocational pupils","average_value_Secondary education, vocational pupils (% female)","average_value_Tertiary education, academic staff (% female)","average_value_Trained teachers in secondary education (% of total teachers)","average_value_Trained teachers in secondary education, female (% of female teachers)","average_value_Trained teachers in secondary education, male (% of male teachers)"
"Grenada","GRD","1965","","","","","","","","","","","","","","","","","","","","","","","","","49.6396720064246","45.3410964115136","","","","","","","","","","","","","","","","","","","","","","","",""
"Greenland","GRL","2012","","","","","","","","0.11116000264883","0.099540002644062","0.104869998991489","12.9068098068237","7.78499984741211","10.1357698440552","15.2349796295166","11.0854997634888","12.989990234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Guatemala","GTM","1966","","","","","","","","","","","","","","","","","","","","","","","","","46.5675992733515","50.6558846298926","","","","","","","","","","","","","","","","","","","","","","","",""
"Guatemala","GTM","1996","","","","","","","","","","","","","","","","","60.28525","12.64218","17.0973","1.56369996070862","18.7233791351318","","","","44.8113091468754","51.4333584366348","","","","16.59866","","24.4419498443604","","22.995210647583","","25.8768196105957","","","","","","22624","","","","","","","",""
"Guatemala","GTM","2007","","","","95.0880813598633","95.496711730957","","","","","","","","","","","","61.99618","12.60466","10.91625","3.03873991966248","21.2781600952148","10.53912","6.07245","19.43099","41.2428039126365","54.5443258398139","92.87041","90.87587","94.6803","16.11326","","44.994571685791","","43.5954208374023","","46.367359161377","","74.0413208007813","17.318489074707","17.5190696716309","17.116060256958","53630","43.5614395141602","23362","246643","51.47034","","","",""
"High income","HIC","2010","2.88155007362366","2.94057989120483","2.8254599571228","89.968505859375","91.7247695922852","89.6838302612305","90.745792388916","","","","","","","","","","25.2613","39.26128","22.53438","5.36992979049683","12.080189704895","21.91087","26.2857","25.23741","17.3363877792519","67.3134906030743","97.85206","","","12.65978","","101.4359","87.93087","101.2617","88.55204","101.6012","87.34198","16.20589","72.9403762817383","81.2895889282227","65.0652465820313","7332671","58.94824","4322481","13800000","42.60508","38.99988","","",""
"Honduras","HND","2006","","","","","","","","","","","","","","","","","","","","","","","","","40.0237323719876","56.1312644594172","","","","","","58.2858009338379","","64.7583694458008","","52.0019493103027","","27.3777694702148","","","","","","","","","","","",""
"Haiti","HTI","1990","","","","","","","","","","","","","","","","","","","","","","","","","43.2267246118418","52.7174020381315","","","","","","","","","","","","","","","","","","","","","","","",""
"Hungary","HUN","1997","1.82887995243073","2.45168995857239","1.23243999481201","","","","","","","","","","","","","","","","","","","","","","17.4665130067672","67.8564347023033","99.40123","98.78476","99.99044","10.61","11.12913","94.732551574707","81.55924","96.2135162353516","82.57994","93.3178176879883","80.58419","","26.2330207824707","28.5790596008301","23.991849899292","104044","70.5201568603516","73372","405281","46.48602","36.7685890197754","","",""
"IDA & IBRD total","IBT","1977","","","","","","","","","","","","","","","","","","","","","","","","","39.3172085946545","56.3072135170672","","","","17.41123","","41.53762","","35.35321","","47.45311","","","6.9719500541687","6.23332023620605","7.67944002151489","10600000","47.04079","4972052","15400000","42.77428","36.54855","","",""
"IDA & IBRD total","IBT","2016","17.3785305023193","17.4004306793213","17.3581104278564","","","","","","","","","","","","","","","","","3.96209001541138","15.7688598632813","","","","27.8098588104641","65.4065705931876","90.04416","89.76407","90.25957","18.16581","","71.95572","62.8315","71.51871","62.77908","72.3624","62.88144","27.78264","32.3904304504395","33.9604415893555","30.9169006347656","27400000","51.77733","14200000","48300000","43.45458","42.83949","83.4499130249023","86.4277496337891","80.252571105957"
"Iran, Islamic Rep.","IRN","1978","","","","","","","","","","","","","","","","","","","","","","","","","43.338498679326","53.5878548881206","","","","","10.0829","","","","","","","","4.50183010101318","2.93632006645203","5.95056009292603","","","","","","15.3497695922852","","",""
"Iran, Islamic Rep.","IRN","2020","","","","","","","","","","","","","","","","","","","","","","","","","24.7446961291953","68.6909492843262","","","","","","","","","","","","","","","","","","","","","","","",""
"Kenya","KEN","1971","","","","","","","","","","","","","","","","","45.81306","33.57595","15.08809","3.92982006072998","","","","","49.2526539633407","47.3959211983081","95.7546","89.3153","100","","","17.1171607971191","","11.0309200286865","","23.2641296386719","","","0.907109975814819","","","","","","10295","28.58669","","","",""
"Kyrgyz Republic","KGZ","1995","","","","","","","","","","","","","","","","","","","8.80396","6.15642976760864","","","","","37.5607083162509","56.9606508492156","","","","13.50111","11.23484","88.1220932006836","","","","","","","21.1380100250244","23.6365699768066","18.6864204406738","44918","66.9174880981445","30058","40762","","","","",""
"Cambodia","KHM","1985","","","","","","","","","","","","","","","","","","","","","","","","","42.4278537060849","54.7567168899581","","","","","","","","","","","","","0.273059993982315","","","","","","","","","","",""
"Kiribati","KIR","1977","","","","","","","","","","","","","","","","","","","","","","","","","40.3107603410612","56.1940666619689","","","","12.7451","","14.9648895263672","","12.2114496231079","","17.7037906646729","","","","","","102","29.4117603302002","30","468","25.8547","","","",""
"Liechtenstein","LIE","1976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","",""
"Sri Lanka","LKA","1969","","","","","","","","","","","","","","","","","","","","","","","","","40.6690617633007","55.6328815265483","","","","","","","","","","","","","","","","","","","","","","","",""
"Lithuania","LTU","2012","0.148259997367859","0.0943500027060509","0.199210003018379","94.7933120727539","91.9591522216797","75.3093490600586","87.5215606689453","","","","","","","32.5420799255371","25.2486591339111","29.3347702026367","15.26518","39.66126","28.98261","4.76922988891602","13.5359697341919","19.70147","18.51143","24.55553","14.5731443238208","67.5808168018963","99.30393","99.74876","98.88116","8.31545","12.57387","106.17350769043","97.04006","104.154022216797","97.0619","108.086982727051","97.01937","1.4477299451828","79.7516326904297","95.5258865356445","64.7216873168945","36649","81.311897277832","29800","33654","32.92031","55.4981002807617","","",""
"Luxembourg","LUX","1991","","","","","","","","","","","","","","","","","","","","","","","","","17.5156334120181","68.9705242887315","","","","","","","","","","","","","4.79001998901367","","","","","","","","","","",""
"Morocco","MAR","2012","14.4282598495483","19.4274501800537","9.66466999053955","","","","","","","","","","","","","","","","","","","18.9148","36.35944","","28.0555503746777","65.7610696139511","90.36503","86.77935","93.70424","","","69.7475662231445","56.69899","64.1466674804688","53.63253","75.1070709228516","59.63329","","19.4504795074463","18.6846694946289","20.205940246582","","","","155414","38.43798","","","",""
"Madagascar","MDG","1982","","","","","","","","","","","","","","","","","45.69773","17.54082","32.25552","2.32178997993469","16.5352897644043","","","","46.2637028354272","50.4659508222162","","","","","50.84746","","","","","","","","3.55644011497498","","","","","","10044","","","","",""
"Middle East & North Africa","MEA","1984","29.032470703125","","","","","","","","","","","","","","","","","","20.903915","5.72720003128051","","","","","43.5581690046455","52.8352729523562","82.97922","80.9066","84.51053","18.08844","","46.91136","40.67642","37.87771","35.26792","55.48693","45.77174","","11.9269504547119","8.57345962524414","15.1292600631714","785943.6","35.88661","282048.5","1609748","36.24004","27.66124","","",""
"North Macedonia","MKD","1978","","","","","","","","","","","","","","","","","","","","","","","","","30.5166779571473","63.340501723396","","","","","","","","","","","","","","","","","","","","","","","",""
"Malta","MLT","1999","","","","","","","","","","","","","","","","","","","","","","","","","20.327319924122","67.4702465523377","97.97195","99.41013","96.60626","10.89978","9.75317","87.2916564941406","80.11768","83.9783477783203","79.17236","90.4325714111328","81.01381","26.2768993377686","23.7318992614746","25.1992607116699","22.3651103973389","3253","49.7079582214355","1617","3218","9.47794","25.1057796478271","","",""
"Middle East & North Africa (excluding high income)","MNA","1990","","","","","","","","","","","","","","","","","","","","","","","","","43.4246800034499","52.8288663440285","85.52368","83.00611","87.44825","19.54314","","56.06286","49.25892","47.39187","44.10312","64.34473","54.1539","","12.4544200897217","9.54883003234863","15.2624397277832","940911.4","38.55837","362800.2","1972829","38.34743","27.39093","","",""
"Malawi","MWI","1961","","","","","","","","","","","","","","","","","","","","","","","","","43.9450785577385","52.8888376581915","","","","","","","","","","","","","","","","","","","","","","","",""
"Namibia","NAM","1980","","","","","","","","","","","","","","","","","","","","","","","","","46.518430559114","49.910515662359","","","","","","","","","","","","","","","","","","","","","","","",""
"Netherlands","NLD","1997","2.37193989753723","2.634850025177","2.12015008926392","","","","","","","","","","","","","","","","","","","","","","18.4692958853053","68.2108463652492","","","","","","130.371032714844","89.45088","127.486480712891","89.77776","133.134155273438","89.13774","","47.4134712219238","46.6597290039063","48.1368713378906","","","","583901","43.89271","","","",""
"Nepal","NPL","1961","","","","","","","","","","","","","","","","","","","","","","","","","40.6241429070101","56.7749597166295","","","","","","","","","","","","","","","","","","","","","","","",""
"Nauru","NRU","1994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other small states","OSS","1999","23.3563003540039","23.8729095458984","22.846549987793","","","","","","","","","","","","","","","","","5.24617004394531","17.9903497695923","","","","36.6837841282326","58.1814244156965","83.42341","82.95452","83.58062","15.76473","","52.70824","41.80494","52.10164","41.91999","53.30702","41.6973","15.20046","9.25520992279053","9.99505043029785","8.51117038726807","84058.52","47.74913","40137.21","103415.2","35.73177","39.37401","","",""
"Other small states","OSS","2012","17.3671703338623","17.6271190643311","17.1153907775879","","","","","","","","","","","","","","","","","3.21580004692078","12.4441499710083","","","","30.8540235590979","63.9416938082479","89.85933","88.80592","90.27885","14.82787","","66.80865","52.43997","67.50932","52.12797","66.13271","52.77837","17.68207","18.4087505340576","21.3175201416016","15.7786302566528","132300.7","47.81916","63265.08","129892.8","39.07932","39.14535","76.6829833984375","79.6029281616211","74.0071029663086"
"Philippines","PHL","2020","","","","","","","","","","","","","","","","","","","","","","","","","30.0426785361611","64.4456728195355","","","","","","","","","","","","","","","","","","","","","","","",""
"Paraguay","PRY","2004","12.5793199539185","13.4650096893311","11.728630065918","94.1579132080078","96.5393981933594","98.4272384643555","95.5651779174805","","","","","","","","","","46.62214","29.79304","15.91803","2.86989998817444","18.218240737915","8.23651","9.31517","17.60532","36.0981295160376","59.2426310288944","90.23344","90.06002","90.40371","11.83621","","66.2343826293945","56.20782","67.1613693237305","58.11998","65.3434982299805","54.37015","20.0933094024658","25.0752906799316","28.9576606750488","21.3480205535889","44440","62.1534690856934","27621","47214","46.04566","","","",""
"Pacific island small states","PSS","1965","","","","","","","","","","","","","","","","","","","","","","","","","46.8776378353125","50.5331115553963","","","","","","","","","","","","","","","","","","","","","","","",""
"Russian Federation","RUS","2009","","","","","","","","","","","","","","","","","","","","","","","","","14.7803901978967","72.002387297632","","","","8.46536","13.92617","84.7716217041016","","84.078727722168","","85.4304885864258","","0.712329983711243","75.3270874023438","86.8182373046875","64.2256927490234","1135634","81.2669372558594","922895","1556758","37.15452","55.9105606079102","","",""
"South Asia","SAS","1994","","","","","","","","","","","","","","","","","","","","","","","","","38.0389933909627","58.0328195265339","84.35228","81.47135","86.29355","29.84336","","42.69978","","33.31364","","51.3961","","","5.17327976226807","3.48867988586426","6.74069976806641","2656791","32.21916","855995.8","1039370","14.80088","27.69786","","",""
"Somalia","SOM","2018","","","","","","","","","","","","","","","","","","","","","","","","","46.5765840679638","50.5501049890906","","","","","","","","","","","","","","","","","","","","","","","",""
"Eswatini","SWZ","2005","","","","","","","","","","","","","","","","","39.85914","34.91949","23.94046","6.48462009429932","20.8918590545654","12.14853","34.32874","241.62206","41.3282242312331","55.380325040584","95.54989","93.47105","97.77688","16.73285","13.65046","52.834400177002","35.74311","51.8267288208008","38.37517","53.8801116943359","33.0117","0","5.02112007141113","4.92857980728149","5.12518978118896","4241","46.356990814209","1966","0","","36.1111106872559","98.7031402587891","99.1861572265625","98.2857131958008"
"Timor-Leste","TLS","1974","","","","","","","","","","","","","","","","","","","","","","","","","40.9499563689347","56.4015979377317","","","","","","","","","","","","","","","","","","","","","","","",""
